# a, b, af, bf, as, bs, afs, bfs, alfa1, beta1, alfa2, beta2, vol, fibstretch 
1.52344591e+02,  5.92967793e+00,  1.01905607e+02,  1.10117869e+01,  4.71867956e+02,  3.75575016e+00,  3.82088322e+02,  1.30809779e+01,  1.20211339e+00,  4.06608012e+00,  1.26508484e-02,  3.92688129e+01,  1.09998081e+02,  1.14601847e+00
1.62460252e+02,  6.50827168e+00,  1.23243682e+02,  1.45575871e+01,  2.60411319e+02,  5.14482152e+00,  4.95344559e+02,  1.41855335e+01,  1.58844772e+00,  4.41196346e+00,  9.73726599e-03,  4.41023142e+01,  1.05484790e+02,  1.13571390e+00
1.26523017e+02,  5.24254643e+00,  1.33344480e+02,  1.30377539e+01,  4.67805655e+02,  5.33291903e+00,  2.90149381e+02,  1.15800689e+01,  1.31397711e+00,  4.34395225e+00,  7.59041244e-03,  4.47664521e+01,  1.08037573e+02,  1.13979944e+00
1.36702468e+02,  5.19782520e+00,  1.43589347e+02,  1.23480057e+01,  3.16344869e+02,  4.76221283e+00,  4.32968264e+02,  1.42989293e+01,  1.06923421e+00,  4.35302502e+00,  8.56054783e-03,  4.23459793e+01,  1.10850268e+02,  1.14510845e+00
1.26050192e+02,  5.26814355e+00,  1.43115846e+02,  1.45809431e+01,  4.07933187e+02,  5.33040162e+00,  3.89714053e+02,  1.02412952e+01,  1.37720635e+00,  4.43080047e+00,  7.24216569e-03,  4.56495189e+01,  1.07245128e+02,  1.13806251e+00
1.18519311e+02,  5.04628810e+00,  1.15568720e+02,  1.39192996e+01,  4.56719654e+02,  4.36872078e+00,  4.54574668e+02,  1.02431740e+01,  1.11573809e+00,  4.32020719e+00,  8.27736956e-03,  4.24647804e+01,  1.10341346e+02,  1.14554684e+00
1.89395847e+02,  7.64788994e+00,  1.40346127e+02,  1.18594850e+01,  3.05556327e+02,  4.68046744e+00,  4.09758404e+02,  1.23468448e+01,  2.17785737e+00,  4.27847555e+00,  1.19455581e-02,  4.47415421e+01,  1.01707793e+02,  1.12856762e+00
1.86374221e+02,  6.44294937e+00,  1.40616159e+02,  1.23853885e+01,  3.93713465e+02,  6.59759415e+00,  3.57168485e+02,  8.73223075e+00,  1.94406190e+00,  4.19096258e+00,  1.03707078e-02,  4.56773550e+01,  1.03155566e+02,  1.12917199e+00
1.34172534e+02,  7.04846669e+00,  1.05292396e+02,  9.87660361e+00,  3.52394545e+02,  4.38673066e+00,  4.04812331e+02,  1.32323294e+01,  1.37762907e+00,  4.43433689e+00,  9.67719357e-03,  4.28775879e+01,  1.07283964e+02,  1.14012600e+00
1.79508707e+02,  6.39164221e+00,  9.94914502e+01,  1.17376203e+01,  3.35354694e+02,  5.34699458e+00,  3.41076543e+02,  8.90851448e+00,  1.53318238e+00,  4.25216538e+00,  1.04266531e-02,  4.31708559e+01,  1.06186822e+02,  1.13707545e+00
1.09785938e+02,  6.36869278e+00,  8.47093072e+01,  1.12691163e+01,  3.16796366e+02,  6.27362581e+00,  5.28198675e+02,  1.28751173e+01,  1.17231417e+00,  4.73740728e+00,  6.58936720e-03,  4.55896237e+01,  1.08726352e+02,  1.14077076e+00
1.12788186e+02,  4.69604341e+00,  1.46523194e+02,  1.31086202e+01,  2.69883794e+02,  5.48973193e+00,  4.52998302e+02,  1.14880776e+01,  9.72748207e-01,  4.74366199e+00,  5.21239119e-03,  4.62570481e+01,  1.11036178e+02,  1.14422035e+00
1.40208540e+02,  7.42978039e+00,  1.31644625e+02,  1.18991431e+01,  3.54143641e+02,  5.43368852e+00,  2.94015215e+02,  1.13390260e+01,  1.81952209e+00,  4.45164665e+00,  8.74143966e-03,  4.60864497e+01,  1.03766946e+02,  1.13223505e+00
1.84100665e+02,  6.43547489e+00,  1.16466920e+02,  1.42328544e+01,  4.19345860e+02,  4.07699419e+00,  4.01720961e+02,  8.12161626e+00,  1.69503614e+00,  4.07405642e+00,  1.31034905e-02,  4.15843948e+01,  1.05104689e+02,  1.13636671e+00
1.13648420e+02,  4.22594772e+00,  1.40346778e+02,  1.15410741e+01,  3.75260486e+02,  4.66614206e+00,  3.04785829e+02,  1.42780108e+01,  8.47119766e-01,  4.45447908e+00,  6.33753853e-03,  4.30789784e+01,  1.13811341e+02,  1.15040936e+00
1.87440870e+02,  4.28003776e+00,  9.44464201e+01,  1.38594168e+01,  3.31535062e+02,  4.34665821e+00,  3.21982270e+02,  9.16588662e+00,  9.75293236e-01,  4.24176345e+00,  8.90042177e-03,  4.06630974e+01,  1.12488026e+02,  1.15031960e+00
1.45861299e+02,  5.08572217e+00,  1.37451408e+02,  1.45368009e+01,  4.23050310e+02,  5.58242550e+00,  3.17344672e+02,  8.88865360e+00,  1.45256461e+00,  4.37299264e+00,  7.45262377e-03,  4.57757396e+01,  1.06647700e+02,  1.13692707e+00
1.68325443e+02,  6.96610061e+00,  8.51377103e+01,  1.29449186e+01,  3.98187210e+02,  4.74485759e+00,  3.39456825e+02,  9.33678798e+00,  1.72829739e+00,  4.29989041e+00,  1.05426702e-02,  4.36498131e+01,  1.04568223e+02,  1.13521377e+00
1.17742563e+02,  4.44969931e+00,  1.39204556e+02,  9.46105750e+00,  3.17648220e+02,  5.08764201e+00,  3.44602819e+02,  1.20408246e+01,  7.51065484e-01,  4.46810997e+00,  6.61612900e-03,  4.21769024e+01,  1.15518051e+02,  1.15274312e+00
1.34405448e+02,  4.42777495e+00,  1.42186211e+02,  1.48088771e+01,  3.77554432e+02,  4.39108150e+00,  5.18415145e+02,  8.65513298e+00,  1.08816278e+00,  4.34058632e+00,  7.94003170e-03,  4.28723280e+01,  1.10614929e+02,  1.14510631e+00
1.15835833e+02,  7.60284246e+00,  1.32183206e+02,  1.18365766e+01,  2.86968132e+02,  4.07893556e+00,  5.20382476e+02,  9.03297891e+00,  1.50782554e+00,  4.64897128e+00,  8.59077289e-03,  4.44629457e+01,  1.05808415e+02,  1.13782246e+00
1.16755044e+02,  5.79872973e+00,  1.35811123e+02,  1.15782285e+01,  3.46683870e+02,  5.86674628e+00,  4.07168391e+02,  1.23532648e+01,  1.21667205e+00,  4.52671621e+00,  7.05089384e-03,  4.52724280e+01,  1.08682425e+02,  1.14005461e+00
1.57151858e+02,  7.04762279e+00,  1.31445545e+02,  1.53423220e+01,  3.26687183e+02,  6.19252567e+00,  4.12687874e+02,  1.05883142e+01,  2.06765896e+00,  4.45926399e+00,  8.62087728e-03,  4.74607054e+01,  1.02220741e+02,  1.12842053e+00
1.05392441e+02,  5.49305355e+00,  8.26921405e+01,  1.00494089e+01,  3.66438740e+02,  5.59873452e+00,  5.03178266e+02,  1.46743405e+01,  8.84311786e-01,  4.61755686e+00,  6.81761477e-03,  4.31590878e+01,  1.12695244e+02,  1.14831434e+00
1.59814131e+02,  6.50960027e+00,  1.26508615e+02,  1.11893496e+01,  3.00821768e+02,  5.87758452e+00,  4.24799875e+02,  1.15901197e+01,  1.52177823e+00,  4.35322641e+00,  9.56658192e-03,  4.42726938e+01,  1.06121275e+02,  1.13565016e+00
1.26118091e+02,  5.96642199e+00,  1.14675145e+02,  1.36666239e+01,  4.66384183e+02,  5.42652519e+00,  4.41823380e+02,  1.30153089e+01,  1.47501682e+00,  4.37888696e+00,  8.40137073e-03,  4.48228294e+01,  1.06462861e+02,  1.13707510e+00
1.22830778e+02,  5.45602003e+00,  1.49446391e+02,  1.04863800e+01,  4.26979594e+02,  4.51383806e+00,  3.10624929e+02,  1.33781461e+01,  1.06555236e+00,  4.19299176e+00,  9.57662081e-03,  4.11676038e+01,  1.11386612e+02,  1.14650241e+00
1.22706475e+02,  7.62718236e+00,  1.05989028e+02,  1.43951603e+01,  3.98116027e+02,  6.70104269e+00,  5.15494947e+02,  7.99860081e+00,  2.09737896e+00,  4.64138357e+00,  7.35357879e-03,  4.89882332e+01,  1.01963424e+02,  1.12786735e+00
1.55228425e+02,  7.59916026e+00,  1.41956671e+02,  1.02341481e+01,  4.46945273e+02,  5.88526714e+00,  3.74028165e+02,  1.31079682e+01,  2.06593640e+00,  4.26948920e+00,  1.05227619e-02,  4.58788942e+01,  1.02353263e+02,  1.12830974e+00
1.05151213e+02,  6.33058496e+00,  1.19269066e+02,  8.54665813e+00,  4.10295940e+02,  4.84818698e+00,  3.48044956e+02,  8.80833667e+00,  1.02771452e+00,  4.40010868e+00,  8.25830260e-03,  4.22256093e+01,  1.11307054e+02,  1.14671318e+00
1.84004414e+02,  7.49761627e+00,  1.28102319e+02,  1.21703523e+01,  4.10734122e+02,  4.01189412e+00,  4.15232926e+02,  1.31039788e+01,  2.08342265e+00,  4.17519478e+00,  1.30978249e-02,  4.33787740e+01,  1.02306916e+02,  1.13045171e+00
1.10360086e+02,  5.69783298e+00,  1.02283528e+02,  8.54722022e+00,  3.67958741e+02,  3.82098318e+00,  4.05227882e+02,  1.37599269e+01,  7.82026949e-01,  4.32473248e+00,  9.50729938e-03,  3.89053903e+01,  1.15560727e+02,  1.15597371e+00
1.59692301e+02,  5.45970057e+00,  1.09868488e+02,  1.16598598e+01,  2.73599873e+02,  4.65765195e+00,  4.15103833e+02,  1.03247191e+01,  1.04923520e+00,  4.30923963e+00,  9.60387244e-03,  4.09766599e+01,  1.11264423e+02,  1.14714569e+00
1.19697942e+02,  7.56822624e+00,  1.43485188e+02,  1.12046221e+01,  4.19209009e+02,  5.78740739e+00,  4.24703135e+02,  1.41290566e+01,  1.82016021e+00,  4.45676346e+00,  8.87070608e-03,  4.62973476e+01,  1.03751673e+02,  1.13123537e+00
1.30800045e+02,  5.92985588e+00,  8.70909581e+01,  9.72954247e+00,  3.19330947e+02,  5.86775079e+00,  3.64115150e+02,  9.49404111e+00,  1.04994755e+00,  4.51579827e+00,  7.37102238e-03,  4.35837057e+01,  1.10681496e+02,  1.14477062e+00
1.24129407e+02,  5.75442999e+00,  1.24248051e+02,  1.01092180e+01,  3.65134213e+02,  6.55943460e+00,  4.52557619e+02,  1.12104884e+01,  1.21047422e+00,  4.48829454e+00,  7.33102122e-03,  4.51721444e+01,  1.08831564e+02,  1.13942489e+00
1.65562846e+02,  4.91805546e+00,  8.24448536e+01,  1.17541686e+01,  4.21911424e+02,  3.68597933e+00,  2.88095033e+02,  1.20507864e+01,  9.42971495e-01,  4.06290138e+00,  1.14476843e-02,  3.80855681e+01,  1.13699078e+02,  1.15379490e+00
1.22788092e+02,  5.24325244e+00,  1.26621941e+02,  1.38128768e+01,  3.22787864e+02,  3.91691700e+00,  4.88744292e+02,  8.92728940e+00,  9.74957988e-01,  4.36884100e+00,  8.54278783e-03,  4.12388593e+01,  1.12120903e+02,  1.14935080e+00
1.07581325e+02,  6.07036011e+00,  1.39229365e+02,  9.62254164e+00,  3.80839409e+02,  5.81370798e+00,  4.38505259e+02,  9.32575723e+00,  1.14330982e+00,  4.45142535e+00,  7.69114242e-03,  4.41144517e+01,  1.09690859e+02,  1.14179241e+00
1.42212738e+02,  6.67650108e+00,  1.48126839e+02,  9.50329250e+00,  3.42548042e+02,  4.26113574e+00,  4.14712508e+02,  1.20490348e+01,  1.33034628e+00,  4.26427663e+00,  1.10163713e-02,  4.16690268e+01,  1.08079013e+02,  1.14088881e+00
1.19786301e+02,  5.34263058e+00,  1.50928544e+02,  9.16167197e+00,  3.31157185e+02,  5.05397378e+00,  3.42285948e+02,  1.22974843e+01,  9.18008328e-01,  4.33659256e+00,  8.27881265e-03,  4.17018271e+01,  1.13100060e+02,  1.14851748e+00
1.25513110e+02,  7.11009666e+00,  9.68954741e+01,  1.15965145e+01,  3.18996289e+02,  3.78383983e+00,  3.23642598e+02,  1.38581842e+01,  1.31969651e+00,  4.55791497e+00,  8.61072723e-03,  4.31310412e+01,  1.07608956e+02,  1.14231538e+00
1.53449051e+02,  7.19200721e+00,  8.82913312e+01,  1.09989606e+01,  3.83507459e+02,  4.45244562e+00,  3.58856544e+02,  9.68520487e+00,  1.60641725e+00,  4.37708376e+00,  1.00635910e-02,  4.35032004e+01,  1.05403307e+02,  1.13694989e+00
1.06303459e+02,  5.50584350e+00,  1.07761038e+02,  1.18108875e+01,  3.82468083e+02,  5.60422270e+00,  3.66806639e+02,  8.67122240e+00,  1.06987385e+00,  4.61023192e+00,  6.02534913e-03,  4.52942916e+01,  1.10164755e+02,  1.14392617e+00
1.36036775e+02,  5.56160517e+00,  9.31468355e+01,  1.44486717e+01,  4.61769959e+02,  4.28260788e+00,  4.86924018e+02,  1.32546028e+01,  1.24635252e+00,  4.26011349e+00,  9.88952806e-03,  4.16643253e+01,  1.08962813e+02,  1.14369189e+00
1.07577225e+02,  6.98000466e+00,  9.13793551e+01,  1.22001550e+01,  4.57140909e+02,  5.59424048e+00,  3.20136705e+02,  7.91066491e+00,  1.47722186e+00,  4.56855309e+00,  6.98194681e-03,  4.61956756e+01,  1.06170379e+02,  1.13740054e+00
1.10010053e+02,  4.95304445e+00,  1.13163699e+02,  1.04307953e+01,  4.63393410e+02,  4.10902910e+00,  3.46435883e+02,  1.36088511e+01,  8.50997932e-01,  4.24289117e+00,  8.75913982e-03,  4.00167260e+01,  1.14573131e+02,  1.15354588e+00
1.45441144e+02,  4.44474092e+00,  1.12076261e+02,  1.04010857e+01,  4.31059598e+02,  4.54464369e+00,  5.16738231e+02,  7.99450143e+00,  8.89646810e-01,  4.17604444e+00,  9.80163512e-03,  3.96075956e+01,  1.14128993e+02,  1.15189462e+00
1.14007534e+02,  4.56700572e+00,  8.23033125e+01,  1.50301656e+01,  3.39406433e+02,  6.00991833e+00,  3.82990754e+02,  1.40244240e+01,  1.07393862e+00,  4.96548581e+00,  3.81653957e-03,  4.91970270e+01,  1.09276334e+02,  1.14222400e+00
1.18389092e+02,  5.59160381e+00,  1.27929260e+02,  9.23129088e+00,  3.56616293e+02,  4.01709770e+00,  3.05894892e+02,  9.15120015e+00,  8.63428140e-01,  4.27161639e+00,  9.23368061e-03,  3.97495216e+01,  1.14268199e+02,  1.15323472e+00
1.66409253e+02,  6.36362356e+00,  1.26086177e+02,  8.78843118e+00,  3.26822038e+02,  5.48202903e+00,  5.03071693e+02,  8.25741183e+00,  1.36564745e+00,  4.20177328e+00,  1.11410045e-02,  4.21819259e+01,  1.07849608e+02,  1.13874575e+00
1.35828301e+02,  4.41822015e+00,  8.31421729e+01,  1.52446775e+01,  4.52677458e+02,  5.48630462e+00,  4.98340975e+02,  1.04099605e+01,  1.21401541e+00,  4.59035783e+00,  5.98710129e-03,  4.60115390e+01,  1.08540295e+02,  1.14152431e+00
1.53008041e+02,  6.06019873e+00,  1.27634695e+02,  9.46848123e+00,  3.89090094e+02,  4.36084468e+00,  3.76581817e+02,  1.27282953e+01,  1.20342771e+00,  4.12746805e+00,  1.17099278e-02,  4.03453560e+01,  1.09816847e+02,  1.14407279e+00
1.37826436e+02,  7.55342091e+00,  1.05199478e+02,  1.30746633e+01,  4.15795892e+02,  4.65178512e+00,  5.14756225e+02,  9.06795729e+00,  1.84536049e+00,  4.42604779e+00,  1.00790233e-02,  4.46571728e+01,  1.03616498e+02,  1.13311249e+00
1.16565792e+02,  4.66568436e+00,  1.32016146e+02,  1.42043833e+01,  2.93848197e+02,  6.33093022e+00,  2.87099928e+02,  1.01527610e+01,  1.16457504e+00,  4.88811300e+00,  4.03223823e-03,  4.97580175e+01,  1.08461181e+02,  1.13928768e+00
1.52837918e+02,  6.30567089e+00,  1.44571030e+02,  1.47210843e+01,  4.36448603e+02,  6.68889392e+00,  4.04901207e+02,  9.33194558e+00,  2.02699713e+00,  4.36576447e+00,  8.38108994e-03,  4.78475858e+01,  1.02493972e+02,  1.12792407e+00
1.55354750e+02,  4.50826749e+00,  1.45079151e+02,  1.24588001e+01,  4.65974810e+02,  6.08088127e+00,  2.96608092e+02,  1.05240448e+01,  1.36949933e+00,  4.31126731e+00,  7.55763771e-03,  4.54366532e+01,  1.07521711e+02,  1.13764332e+00
1.26055350e+02,  7.24491386e+00,  9.56777478e+01,  1.11342207e+01,  4.10543928e+02,  4.22797856e+00,  3.10888660e+02,  1.40387109e+01,  1.46524134e+00,  4.46346159e+00,  9.06298319e-03,  4.36035538e+01,  1.06440937e+02,  1.13934333e+00
1.17658916e+02,  4.22923117e+00,  1.27338512e+02,  1.23921937e+01,  4.10769419e+02,  3.88637152e+00,  3.93193064e+02,  1.30815971e+01,  8.27921235e-01,  4.28958290e+00,  7.90554570e-03,  4.06772614e+01,  1.14779135e+02,  1.15366302e+00
1.91759552e+02,  7.54935213e+00,  1.13481395e+02,  8.79086014e+00,  4.18584680e+02,  5.21440328e+00,  5.11903254e+02,  9.16061964e+00,  2.08319798e+00,  4.16879624e+00,  1.26508750e-02,  4.42131618e+01,  1.02315118e+02,  1.12875459e+00
1.41551399e+02,  4.77460538e+00,  1.08624195e+02,  9.46607492e+00,  4.48415678e+02,  5.08258712e+00,  3.72767163e+02,  9.37639291e+00,  9.36863868e-01,  4.20349431e+00,  9.07133323e-03,  4.07394016e+01,  1.13247856e+02,  1.14962473e+00
1.86155049e+02,  4.64111240e+00,  9.92553206e+01,  9.56576954e+00,  3.33585707e+02,  3.63976206e+00,  5.24216678e+02,  1.40040885e+01,  8.25554584e-01,  3.93506757e+00,  1.44326356e-02,  3.57446808e+01,  1.16424031e+02,  1.15714388e+00
1.86030114e+02,  7.79934462e+00,  1.44038313e+02,  1.06160356e+01,  3.94620487e+02,  4.51627751e+00,  3.38522300e+02,  8.55776373e+00,  2.24239137e+00,  4.21306061e+00,  1.20179917e-02,  4.48751429e+01,  1.01375663e+02,  1.12801795e+00
1.53514650e+02,  7.08424665e+00,  1.22751702e+02,  1.19104785e+01,  4.24117408e+02,  3.90680282e+00,  4.46627331e+02,  1.10484422e+01,  1.66459096e+00,  4.22688431e+00,  1.19897343e-02,  4.22949308e+01,  1.05139164e+02,  1.13637160e+00
1.42030202e+02,  6.98407080e+00,  1.19336363e+02,  8.82538771e+00,  3.10061256e+02,  5.25779984e+00,  5.21580046e+02,  1.44235537e+01,  1.41523127e+00,  4.40712479e+00,  1.00628693e-02,  4.33130239e+01,  1.06983704e+02,  1.13760340e+00
1.51659262e+02,  5.16143218e+00,  9.00967573e+01,  1.00852429e+01,  3.21663023e+02,  4.53077113e+00,  3.33549387e+02,  9.28528648e+00,  8.76737981e-01,  4.27697593e+00,  9.23097125e-03,  3.98777994e+01,  1.14003006e+02,  1.15265275e+00
1.81780304e+02,  7.38826511e+00,  1.35602498e+02,  1.25991035e+01,  4.00872481e+02,  3.97242731e+00,  4.78364224e+02,  1.05978964e+01,  2.03518975e+00,  4.16313944e+00,  1.33508854e-02,  4.30384244e+01,  1.02610337e+02,  1.13103125e+00
1.82249557e+02,  6.57361376e+00,  1.41820289e+02,  1.25796231e+01,  2.81004464e+02,  6.54956116e+00,  3.02540182e+02,  1.25456602e+01,  1.83014536e+00,  4.33136755e+00,  9.26788008e-03,  4.61196441e+01,  1.03796501e+02,  1.13062784e+00
1.18347677e+02,  6.99840031e+00,  1.00153017e+02,  9.83947259e+00,  4.29727481e+02,  3.77200751e+00,  4.76463373e+02,  1.42026409e+01,  1.26067765e+00,  4.40198328e+00,  1.02711118e-02,  4.15588371e+01,  1.08508796e+02,  1.14323188e+00
1.70155992e+02,  6.62088291e+00,  9.71305423e+01,  1.21809789e+01,  4.35383474e+02,  4.72620336e+00,  3.08365650e+02,  1.19172594e+01,  1.62515507e+00,  4.18561390e+00,  1.12580598e-02,  4.27147887e+01,  1.05516222e+02,  1.13660769e+00
1.15316303e+02,  4.35596927e+00,  1.17324074e+02,  1.08493446e+01,  4.55300264e+02,  6.12570942e+00,  3.66051612e+02,  1.02476466e+01,  1.02711947e+00,  4.55746718e+00,  5.68998537e-03,  4.57196905e+01,  1.10812231e+02,  1.14385161e+00
1.53485236e+02,  4.25773466e+00,  8.67925465e+01,  1.31626219e+01,  3.75754204e+02,  6.41958168e+00,  4.69878232e+02,  8.46154771e+00,  1.13243998e+00,  4.68435126e+00,  5.51693437e-03,  4.66158810e+01,  1.09212604e+02,  1.14157814e+00
1.09853619e+02,  5.84663432e+00,  8.37847671e+01,  1.19355372e+01,  4.53244374e+02,  4.86314538e+00,  4.90828264e+02,  8.29111422e+00,  1.08739798e+00,  4.45866519e+00,  7.92835266e-03,  4.27319835e+01,  1.10349903e+02,  1.14583646e+00
1.63660003e+02,  4.84579514e+00,  1.07974199e+02,  1.34051292e+01,  4.43687977e+02,  6.03555618e+00,  5.05087429e+02,  1.14067524e+01,  1.39567341e+00,  4.35857721e+00,  8.30063837e-03,  4.47192418e+01,  1.07184229e+02,  1.13760694e+00
1.09650709e+02,  7.50794514e+00,  9.45804822e+01,  1.47914321e+01,  3.02301434e+02,  5.52524264e+00,  3.54846498e+02,  1.11967265e+01,  1.64395227e+00,  4.81468258e+00,  6.22409724e-03,  4.79204256e+01,  1.04594954e+02,  1.13485056e+00
1.83771691e+02,  6.62662263e+00,  1.24538218e+02,  9.40033949e+00,  4.14333322e+02,  6.04565199e+00,  5.18611382e+02,  1.41967981e+01,  1.72159815e+00,  4.09232541e+00,  1.25526674e-02,  4.31902798e+01,  1.04867556e+02,  1.13215886e+00
1.63703322e+02,  4.98872282e+00,  1.07882670e+02,  9.10196819e+00,  4.74773916e+02,  4.86124423e+00,  3.34788304e+02,  9.77968007e+00,  1.02827944e+00,  4.01978633e+00,  1.12591475e-02,  3.94792866e+01,  1.12490549e+02,  1.14849097e+00
1.58030691e+02,  6.84555019e+00,  1.37157763e+02,  1.36463567e+01,  3.73323962e+02,  4.74240288e+00,  3.05806882e+02,  7.96159455e+00,  1.75433091e+00,  4.26873983e+00,  1.02455061e-02,  4.41997477e+01,  1.04407267e+02,  1.13412151e+00
1.06546551e+02,  5.75003689e+00,  9.23851243e+01,  1.38449330e+01,  4.17188206e+02,  5.35744491e+00,  2.94330301e+02,  1.40052924e+01,  1.21171375e+00,  4.62559206e+00,  5.90957414e-03,  4.60794743e+01,  1.08526809e+02,  1.14177855e+00
1.24368025e+02,  7.46712719e+00,  9.06207923e+01,  1.36595771e+01,  2.62976691e+02,  6.20138548e+00,  5.30144877e+02,  1.39305810e+01,  1.69589060e+00,  4.78702814e+00,  7.17150310e-03,  4.73724697e+01,  1.04268817e+02,  1.13312725e+00
1.54805152e+02,  5.15796125e+00,  1.03979272e+02,  1.33308715e+01,  4.33972789e+02,  3.62642441e+00,  5.02381040e+02,  1.03140697e+01,  1.08908509e+00,  4.06427570e+00,  1.22210883e-02,  3.87458475e+01,  1.11465567e+02,  1.14902339e+00
1.26110772e+02,  7.02926406e+00,  1.00840385e+02,  1.36284987e+01,  3.47430044e+02,  4.92139068e+00,  4.35992608e+02,  1.44579619e+01,  1.53571202e+00,  4.54161423e+00,  8.48121611e-03,  4.47959090e+01,  1.05733092e+02,  1.13702024e+00
1.61023927e+02,  6.55519302e+00,  1.20821036e+02,  1.31875411e+01,  3.96892681e+02,  5.84942965e+00,  5.15360149e+02,  1.02968407e+01,  1.77369880e+00,  4.29236226e+00,  1.02645789e-02,  4.47524997e+01,  1.04228314e+02,  1.13227652e+00
1.76228169e+02,  6.29191586e+00,  1.32427723e+02,  1.37673796e+01,  4.03944371e+02,  4.89014770e+00,  5.02669179e+02,  8.20080579e+00,  1.70366196e+00,  4.12697387e+00,  1.22245003e-02,  4.26248251e+01,  1.04954635e+02,  1.13464180e+00
1.85497835e+02,  5.47461542e+00,  1.33973611e+02,  1.48616895e+01,  3.81830020e+02,  6.55960025e+00,  3.11287171e+02,  8.31988690e+00,  1.79767097e+00,  4.33114435e+00,  8.25433790e-03,  4.68567228e+01,  1.03980928e+02,  1.13110248e+00
1.21658138e+02,  4.77123974e+00,  1.33780332e+02,  8.80950697e+00,  4.21590279e+02,  5.25900252e+00,  4.61742663e+02,  8.09334108e+00,  8.81227359e-01,  4.26926719e+00,  8.46690576e-03,  4.11940861e+01,  1.13926513e+02,  1.14978873e+00
1.88897333e+02,  5.02865320e+00,  1.50215691e+02,  9.72792476e+00,  4.23088762e+02,  6.08963112e+00,  5.23783407e+02,  1.38422743e+01,  1.33188756e+00,  4.00964980e+00,  1.21885863e-02,  4.15508623e+01,  1.08579339e+02,  1.13836214e+00
1.51204997e+02,  7.69520355e+00,  9.80345657e+01,  9.37624488e+00,  4.62921242e+02,  6.55287700e+00,  3.76861024e+02,  9.44451603e+00,  2.01178129e+00,  4.38106387e+00,  9.12455558e-03,  4.68898006e+01,  1.02609431e+02,  1.12882432e+00
1.43223039e+02,  4.94572301e+00,  1.40452733e+02,  9.76580710e+00,  3.36238734e+02,  4.71377067e+00,  3.02087879e+02,  1.28705771e+01,  9.13595071e-01,  4.21992252e+00,  9.16766949e-03,  4.05384817e+01,  1.13578965e+02,  1.15014005e+00
1.68532495e+02,  7.50140533e+00,  1.13045929e+02,  1.31520194e+01,  4.05330978e+02,  6.06204010e+00,  4.61561870e+02,  1.39237194e+01,  2.22230436e+00,  4.32807597e+00,  1.06026344e-02,  4.62736856e+01,  1.01437695e+02,  1.12693512e+00
1.26485818e+02,  7.58623369e+00,  9.39801146e+01,  1.46512604e+01,  3.70557790e+02,  4.57398782e+00,  4.19139746e+02,  1.22515106e+01,  1.77196971e+00,  4.57864002e+00,  8.52414598e-03,  4.55630735e+01,  1.03963146e+02,  1.13445095e+00
1.34094917e+02,  6.07806179e+00,  9.24459961e+01,  1.51867970e+01,  2.89344024e+02,  5.38913699e+00,  3.87015564e+02,  8.26879396e+00,  1.32731778e+00,  4.64554037e+00,  6.58621527e-03,  4.58384591e+01,  1.07352711e+02,  1.13988466e+00
1.51717877e+02,  5.15722969e+00,  1.08314631e+02,  1.47494379e+01,  4.02756754e+02,  6.60472862e+00,  5.07463772e+02,  9.06682512e+00,  1.55992038e+00,  4.55347387e+00,  6.72376231e-03,  4.75029662e+01,  1.05467761e+02,  1.13406795e+00
1.36028646e+02,  5.47988468e+00,  1.51078483e+02,  8.64851880e+00,  3.81951265e+02,  4.89160970e+00,  5.21111670e+02,  1.16105586e+01,  1.02176855e+00,  4.13716220e+00,  1.10280752e-02,  4.01044357e+01,  1.12195094e+02,  1.14665622e+00
1.78506556e+02,  7.10085538e+00,  1.51357219e+02,  1.02722994e+01,  4.09018923e+02,  4.82761913e+00,  3.44961899e+02,  1.27301132e+01,  1.86718112e+00,  4.11500458e+00,  1.25199824e-02,  4.32843312e+01,  1.03766016e+02,  1.13193651e+00
1.78326776e+02,  5.82437382e+00,  1.01852971e+02,  1.33289400e+01,  4.40685163e+02,  4.86565017e+00,  4.41237463e+02,  9.35817332e+00,  1.49591173e+00,  4.11764572e+00,  1.18089032e-02,  4.17539010e+01,  1.06732467e+02,  1.13855770e+00
1.22724480e+02,  5.83972075e+00,  1.10966291e+02,  9.09087040e+00,  2.69044673e+02,  4.89981552e+00,  5.11222416e+02,  1.29602263e+01,  8.95235392e-01,  4.46222373e+00,  8.66176002e-03,  4.11616156e+01,  1.13055058e+02,  1.14941131e+00
1.79577973e+02,  4.48437157e+00,  1.51854187e+02,  1.29951007e+01,  4.43902777e+02,  4.55295378e+00,  4.92835642e+02,  1.21641359e+01,  1.24234312e+00,  4.00596585e+00,  1.20393243e-02,  4.03834628e+01,  1.09608873e+02,  1.14288071e+00
1.16426725e+02,  7.58492782e+00,  9.31971514e+01,  9.48399624e+00,  2.76647782e+02,  4.50907682e+00,  4.44579469e+02,  1.09698900e+01,  1.35950876e+00,  4.75049476e+00,  7.76773018e-03,  4.46042053e+01,  1.06910877e+02,  1.13997792e+00
1.21335353e+02,  5.24068057e+00,  1.17613808e+02,  1.26711614e+01,  3.17477701e+02,  6.19974107e+00,  3.68855114e+02,  1.32245316e+01,  1.15355348e+00,  4.70524058e+00,  5.50120832e-03,  4.69891725e+01,  1.08962974e+02,  1.14055365e+00
