# a, b, af, bf, as, bs, afs, bfs, alfa1, beta1, alfa2, beta2, vol, fibstretch 
  1.23397640e+00,  9.80614540e-01,  1.10384951e+00,  8.55059119e-01,  2.18829751e+00,  4.28440756e+00,  1.07346418e-02,  4.58227901e+01,  1.01645821e+02,  1.12796006e+00
  1.26832328e+00,  8.42121803e-01,  1.26137887e+00,  1.05449346e+00,  2.44421124e+00,  4.40999866e+00,  1.00289609e-02,  4.74283888e+01,  1.00304807e+02,  1.12496663e+00
  7.36757819e-01,  1.22710099e+00,  8.71703966e-01,  8.30485055e-01,  8.62419257e-01,  4.26084319e+00,  7.90039093e-03,  4.11906666e+01,  1.14277700e+02,  1.15168314e+00
  8.50112257e-01,  1.23230993e+00,  1.08551115e+00,  9.66216678e-01,  1.33714687e+00,  4.35566487e+00,  7.71030927e-03,  4.50121721e+01,  1.07772736e+02,  1.13856885e+00
  8.45009792e-01,  1.16643204e+00,  9.55650196e-01,  1.03929676e+00,  1.08786903e+00,  4.26785644e+00,  8.81202180e-03,  4.21639629e+01,  1.10843843e+02,  1.14499358e+00
  9.74759313e-01,  1.12927994e+00,  8.67542425e-01,  1.06108895e+00,  1.20094314e+00,  4.11814898e+00,  1.16174871e-02,  4.04291928e+01,  1.09862703e+02,  1.14393464e+00
  1.26714354e+00,  7.61590378e-01,  1.12452543e+00,  1.07303735e+00,  2.20008936e+00,  4.41284051e+00,  1.04925924e-02,  4.59907221e+01,  1.01531112e+02,  1.12804154e+00
  8.87610267e-01,  1.01610062e+00,  8.15857220e-01,  8.53117041e-01,  9.06041164e-01,  4.19882505e+00,  9.90029378e-03,  3.95368549e+01,  1.13805302e+02,  1.15204437e+00
  1.13333619e+00,  1.21526695e+00,  9.18076181e-01,  7.02552698e-01,  1.73112501e+00,  4.09325916e+00,  1.19231672e-02,  4.29169220e+01,  1.04795837e+02,  1.13441210e+00
  8.00196340e-01,  9.25222892e-01,  7.52743342e-01,  1.08360288e+00,  6.67385639e-01,  4.25672125e+00,  9.36368158e-03,  3.79762798e+01,  1.18333184e+02,  1.16042900e+00
  1.26728647e+00,  1.01723493e+00,  1.15917028e+00,  1.09406970e+00,  2.43190034e+00,  4.26823139e+00,  1.14640194e-02,  4.62877717e+01,  1.00382644e+02,  1.12499069e+00
  1.21167354e+00,  8.19490855e-01,  7.40014898e-01,  7.02227696e-01,  1.65665350e+00,  4.33541761e+00,  1.05985649e-02,  4.32260912e+01,  1.05069684e+02,  1.13654504e+00
  1.05529897e+00,  1.13429666e+00,  1.11740109e+00,  1.13286498e+00,  1.73897667e+00,  4.24908300e+00,  1.02958133e-02,  4.46031494e+01,  1.04524873e+02,  1.13265074e+00
  1.04294398e+00,  8.61121176e-01,  7.79993016e-01,  8.48866533e-01,  1.14115722e+00,  4.25533101e+00,  1.07715362e-02,  4.04303903e+01,  1.10247977e+02,  1.14615469e+00
  9.94899016e-01,  9.58097071e-01,  1.03689033e+00,  1.09890214e+00,  1.34325358e+00,  4.34276244e+00,  9.35324723e-03,  4.32594571e+01,  1.07768201e+02,  1.13957347e+00
  9.74127427e-01,  1.12380257e+00,  1.11337499e+00,  8.90675427e-01,  1.52714974e+00,  4.32581363e+00,  8.59517886e-03,  4.50377330e+01,  1.06093317e+02,  1.13579935e+00
  1.17980696e+00,  9.01505294e-01,  1.12781662e+00,  1.02824535e+00,  1.95876544e+00,  4.34406220e+00,  1.02842655e-02,  4.53519430e+01,  1.02956270e+02,  1.13041931e+00
  8.11376453e-01,  1.07207056e+00,  7.52047467e-01,  9.93476655e-01,  7.52562364e-01,  4.14307402e+00,  1.02281257e-02,  3.79863182e+01,  1.16953175e+02,  1.15768975e+00
  1.10401668e+00,  7.64488827e-01,  1.03496193e+00,  1.25915281e+00,  1.49958938e+00,  4.40149505e+00,  1.02431948e-02,  4.32830408e+01,  1.06240958e+02,  1.13717450e+00
  1.17014873e+00,  9.12485797e-01,  1.04243526e+00,  8.59939458e-01,  1.82326174e+00,  4.31080451e+00,  1.03521414e-02,  4.45775650e+01,  1.03878637e+02,  1.13268157e+00
  1.14159941e+00,  1.27024578e+00,  1.25083633e+00,  1.18863470e+00,  2.32980421e+00,  4.20699885e+00,  1.09231664e-02,  4.67006950e+01,  1.00890928e+02,  1.12490063e+00
  8.31699524e-01,  1.20280602e+00,  1.27888103e+00,  9.04841750e-01,  1.64754119e+00,  4.59409912e+00,  5.68358269e-03,  4.95068907e+01,  1.04758052e+02,  1.13215492e+00
  8.21422815e-01,  1.17544432e+00,  1.04463601e+00,  9.81469564e-01,  1.18571579e+00,  4.38812335e+00,  7.41234752e-03,  4.43764857e+01,  1.09317312e+02,  1.14169809e+00
  8.12905173e-01,  1.26758511e+00,  8.35305478e-01,  1.05168441e+00,  9.44748816e-01,  4.09938809e+00,  1.04119475e-02,  3.95904540e+01,  1.13511504e+02,  1.15027577e+00
  1.22056890e+00,  9.69075248e-01,  7.03054911e-01,  1.11780214e+00,  1.73821676e+00,  4.22658854e+00,  1.26877967e-02,  4.23297036e+01,  1.04577213e+02,  1.13478511e+00
  1.00721946e+00,  1.01353878e+00,  8.48687003e-01,  1.05744478e+00,  1.19302081e+00,  4.17270847e+00,  1.14824953e-02,  4.04328469e+01,  1.09821480e+02,  1.14428438e+00
  1.25847784e+00,  1.14770755e+00,  8.97315997e-01,  7.32283683e-01,  2.14038228e+00,  4.15380895e+00,  1.21794111e-02,  4.43827832e+01,  1.01982740e+02,  1.12918526e+00
  8.51266897e-01,  1.21529678e+00,  1.25456882e+00,  9.23769415e-01,  1.63907563e+00,  4.53542448e+00,  6.16874093e-03,  4.87329472e+01,  1.04890946e+02,  1.13248998e+00
  9.86921477e-01,  9.17914156e-01,  1.10276676e+00,  7.97099429e-01,  1.37561719e+00,  4.44602151e+00,  7.75096492e-03,  4.49537404e+01,  1.07254190e+02,  1.13870762e+00
  1.28925681e+00,  9.49879350e-01,  7.24440445e-01,  9.99396668e-01,  2.04558314e+00,  4.27087790e+00,  1.22219690e-02,  4.38494324e+01,  1.02476388e+02,  1.13078952e+00
  1.25320291e+00,  8.29441013e-01,  9.27223328e-01,  7.82716637e-01,  1.98134067e+00,  4.34402440e+00,  1.06521245e-02,  4.47770403e+01,  1.02826474e+02,  1.13137640e+00
  1.20666119e+00,  8.64094076e-01,  1.11932992e+00,  7.77016830e-01,  2.01545298e+00,  4.36757063e+00,  9.73949565e-03,  4.59023692e+01,  1.02596860e+02,  1.13011530e+00
  9.53718176e-01,  7.43890990e-01,  1.01405692e+00,  8.88714216e-01,  1.06435488e+00,  4.52111084e+00,  7.56557318e-03,  4.31175249e+01,  1.10477086e+02,  1.14568758e+00
  1.19571886e+00,  1.26625542e+00,  1.28417451e+00,  1.13846403e+00,  2.56707701e+00,  4.20358661e+00,  1.11262419e-02,  4.73612047e+01,  9.97292987e+01,  1.12263332e+00
  1.13388442e+00,  1.29551239e+00,  8.90472026e-01,  7.65788083e-01,  1.74280190e+00,  4.03745794e+00,  1.27178758e-02,  4.24435663e+01,  1.04775182e+02,  1.13428126e+00
  8.74281497e-01,  1.24985166e+00,  9.18410106e-01,  7.43448326e-01,  1.13171792e+00,  4.15693082e+00,  9.49630804e-03,  4.16272621e+01,  1.10601352e+02,  1.14497199e+00
  7.51080140e-01,  7.91940989e-01,  7.13585812e-01,  9.44768981e-01,  5.08324359e-01,  4.37397063e+00,  7.94916449e-03,  3.74029064e+01,  1.22120471e+02,  1.16817522e+00
  9.26224538e-01,  8.35049413e-01,  1.20436074e+00,  8.51405461e-01,  1.32088441e+00,  4.68432238e+00,  5.79692645e-03,  4.72521527e+01,  1.07323438e+02,  1.13845238e+00
  8.34507419e-01,  9.65692219e-01,  7.23671746e-01,  1.07811727e+00,  7.14404868e-01,  4.16966562e+00,  1.05471266e-02,  3.74086181e+01,  1.17680711e+02,  1.15939885e+00
  1.11702379e+00,  1.18519840e+00,  1.01752714e+00,  1.03480121e+00,  1.79780654e+00,  4.13812027e+00,  1.18888362e-02,  4.34847441e+01,  1.04232402e+02,  1.13258829e+00
  1.17278683e+00,  7.66461725e-01,  1.13135688e+00,  8.77874865e-01,  1.83018359e+00,  4.44012319e+00,  9.25041698e-03,  4.55652665e+01,  1.03707317e+02,  1.13240941e+00
  7.59091728e-01,  7.43780511e-01,  1.21405291e+00,  1.04097497e+00,  9.81470610e-01,  5.08257271e+00,  3.50343396e-03,  4.94965480e+01,  1.10094123e+02,  1.14328917e+00
  7.10495119e-01,  1.11514186e+00,  9.22881497e-01,  1.08107959e+00,  8.34412039e-01,  4.43927700e+00,  6.73455550e-03,  4.25363538e+01,  1.14086437e+02,  1.15083032e+00
  1.25411596e+00,  9.26969659e-01,  1.17612438e+00,  1.16092402e+00,  2.33426610e+00,  4.32560506e+00,  1.10547967e-02,  4.62435969e+01,  1.00856583e+02,  1.12600019e+00
  8.86217826e-01,  9.90832659e-01,  8.70224465e-01,  1.01937056e+00,  9.47226661e-01,  4.26147195e+00,  9.52150322e-03,  4.03440173e+01,  1.12902134e+02,  1.14987097e+00
  1.06933910e+00,  1.07355566e+00,  7.56720658e-01,  7.55666117e-01,  1.29524469e+00,  4.12035659e+00,  1.18879216e-02,  4.05094265e+01,  1.08777950e+02,  1.14305623e+00
  1.19225329e+00,  1.09671619e+00,  1.28583697e+00,  1.01006217e+00,  2.41147922e+00,  4.30497821e+00,  1.00223733e-02,  4.75803188e+01,  1.00464292e+02,  1.12451078e+00
  9.66198553e-01,  1.19997050e+00,  9.80854488e-01,  7.92627991e-01,  1.36296460e+00,  4.17475027e+00,  9.96731750e-03,  4.27066754e+01,  1.07911499e+02,  1.13979974e+00
  1.07604678e+00,  7.78035984e-01,  7.97402453e-01,  7.58175203e-01,  1.20479845e+00,  4.32673020e+00,  1.01375859e-02,  4.12761467e+01,  1.09310255e+02,  1.14464967e+00
  9.51029600e-01,  8.53874804e-01,  8.36315587e-01,  1.11657927e+00,  9.66549764e-01,  4.28461733e+00,  1.03167208e-02,  3.98152632e+01,  1.12544543e+02,  1.14975599e+00
  1.13447745e+00,  1.11856281e+00,  1.28952067e+00,  7.54355115e-01,  2.24571739e+00,  4.33889612e+00,  8.82442956e-03,  4.80542163e+01,  1.01292301e+02,  1.12616928e+00
  1.03133576e+00,  7.53304457e-01,  8.28671268e-01,  8.34517616e-01,  1.09126679e+00,  4.34787873e+00,  9.83700229e-03,  4.08722695e+01,  1.10627635e+02,  1.14700332e+00
  8.63727333e-01,  1.24890098e+00,  1.07450495e+00,  1.09797601e+00,  1.35582890e+00,  4.31212053e+00,  8.36771548e-03,  4.44706210e+01,  1.07674971e+02,  1.13827727e+00
  7.30025196e-01,  9.83040308e-01,  1.05736780e+00,  8.08228937e-01,  9.34974630e-01,  4.70410899e+00,  4.81881543e-03,  4.61754866e+01,  1.11659716e+02,  1.14643722e+00
  1.07040886e+00,  1.04178256e+00,  7.21958803e-01,  8.91803343e-01,  1.25674514e+00,  4.12880069e+00,  1.22703592e-02,  4.00567737e+01,  1.09190378e+02,  1.14388697e+00
  1.03783519e+00,  1.27634692e+00,  7.18735216e-01,  8.97839352e-01,  1.26614998e+00,  3.97266780e+00,  1.36794460e-02,  3.92252771e+01,  1.09475628e+02,  1.14394793e+00
  8.95483529e-01,  1.18104220e+00,  1.14852114e+00,  1.03924347e+00,  1.48240881e+00,  4.39860529e+00,  7.67976657e-03,  4.59325457e+01,  1.06347123e+02,  1.13571401e+00
  1.24232674e+00,  1.25202585e+00,  8.56051477e-01,  1.00534768e+00,  2.08215922e+00,  4.07598316e+00,  1.36720976e-02,  4.32910727e+01,  1.02375871e+02,  1.12962083e+00
