# a, b, af, bf, alfa1, beta1, alfa2, beta2, vol, fibstretch 
  1.73792043e+02,  4.50217020e+00,  9.33135593e+01,  1.13415812e+01,  4.20466340e-01,  4.48132882e+00,  6.86866907e-03,  3.62941458e+01,  1.24658677e+02,  1.17858045e+00
  1.50710232e+02,  4.81349789e+00,  8.42330719e+01,  9.53739072e+00,  3.89609347e-01,  4.66383339e+00,  5.94441228e-03,  3.70385108e+01,  1.24707469e+02,  1.17937408e+00
  1.12417803e+02,  7.61894948e+00,  1.19841113e+02,  1.42654480e+01,  1.16180075e+00,  5.42915070e+00,  3.36506271e-03,  4.95280327e+01,  1.07634989e+02,  1.14441506e+00
  1.30083463e+02,  4.76317987e+00,  1.20858660e+02,  1.37921117e+01,  3.87423018e-01,  4.85076546e+00,  4.29183936e-03,  4.01129714e+01,  1.23619506e+02,  1.17392590e+00
  1.49323770e+02,  6.57931539e+00,  1.03389838e+02,  1.44669729e+01,  9.87863496e-01,  5.00421433e+00,  4.77791360e-03,  4.52590136e+01,  1.10291799e+02,  1.15009896e+00
  1.55025195e+02,  6.71237015e+00,  1.19485435e+02,  1.36903604e+01,  1.08344932e+00,  4.94461391e+00,  5.19300561e-03,  4.53373384e+01,  1.09308890e+02,  1.14771722e+00
  1.86952185e+02,  7.78576704e+00,  1.42636545e+02,  1.33686191e+01,  1.92717751e+00,  4.84178046e+00,  6.16875461e-03,  4.83919663e+01,  1.02825276e+02,  1.13374747e+00
  1.19107110e+02,  5.63084269e+00,  1.10224030e+02,  9.34455443e+00,  4.62229045e-01,  5.01026563e+00,  4.47177939e-03,  4.07698908e+01,  1.20193856e+02,  1.16988311e+00
  1.76365100e+02,  6.39292059e+00,  1.00227346e+02,  8.81759899e+00,  9.59218011e-01,  4.71824813e+00,  6.22329356e-03,  4.29545572e+01,  1.11389396e+02,  1.15169555e+00
  1.92495421e+02,  6.30970206e+00,  1.26122909e+02,  8.36371229e+00,  1.02766198e+00,  4.56831168e+00,  7.24096220e-03,  4.23117044e+01,  1.10882849e+02,  1.15003391e+00
  1.25821122e+02,  6.17313060e+00,  9.80191083e+01,  9.62612714e+00,  6.23166771e-01,  5.06825503e+00,  4.35603237e-03,  4.28752159e+01,  1.15901408e+02,  1.16162433e+00
  1.10837651e+02,  7.20693794e+00,  1.00417403e+02,  9.64292154e+00,  8.59920391e-01,  5.36625553e+00,  3.41285394e-03,  4.71623597e+01,  1.11084980e+02,  1.15185791e+00
  1.91032024e+02,  6.67388448e+00,  1.23645973e+02,  1.15292513e+01,  1.24736966e+00,  4.67259063e+00,  6.87455906e-03,  4.40588160e+01,  1.08133058e+02,  1.14501088e+00
  1.09526602e+02,  5.26715635e+00,  1.02464345e+02,  1.36934051e+01,  3.93123474e-01,  5.14586587e+00,  3.38364515e-03,  4.20620385e+01,  1.21782409e+02,  1.17190260e+00
  1.83962205e+02,  6.46970007e+00,  1.08139558e+02,  1.24911607e+01,  1.11491013e+00,  4.71910649e+00,  6.48613115e-03,  4.36018394e+01,  1.09447051e+02,  1.14815988e+00
  1.57328859e+02,  5.31647662e+00,  1.08769179e+02,  1.22714723e+01,  5.82249625e-01,  4.71738282e+00,  5.82600543e-03,  3.99606420e+01,  1.18264995e+02,  1.16578596e+00
  1.79392931e+02,  7.12725941e+00,  1.20877544e+02,  1.30747012e+01,  1.43548060e+00,  4.82784626e+00,  6.02711075e-03,  4.61785139e+01,  1.06175718e+02,  1.14116207e+00
  1.84000490e+02,  4.68435550e+00,  8.43324675e+01,  1.16339144e+01,  4.86358484e-01,  4.46786178e+00,  7.21145304e-03,  3.67671016e+01,  1.22345570e+02,  1.17454986e+00
  1.83078223e+02,  6.76416351e+00,  1.07932777e+02,  1.07661639e+01,  1.20598942e+00,  4.74535161e+00,  6.33274763e-03,  4.44466047e+01,  1.08412320e+02,  1.14578681e+00
  1.43498794e+02,  7.32070663e+00,  1.02686434e+02,  1.39398324e+01,  1.25941776e+00,  5.14298486e+00,  4.37868741e-03,  4.77409576e+01,  1.07202682e+02,  1.14387666e+00
  1.24491193e+02,  6.81572314e+00,  9.19540441e+01,  8.85216729e+00,  7.97750509e-01,  5.18419377e+00,  3.95586500e-03,  4.53827405e+01,  1.12430550e+02,  1.15450520e+00
  1.64540100e+02,  6.56252496e+00,  8.94726650e+01,  9.12850731e+00,  9.54272768e-01,  4.84213117e+00,  5.53227750e-03,  4.38385994e+01,  1.11126273e+02,  1.15151278e+00
  1.41551510e+02,  5.96282976e+00,  1.29407887e+02,  1.53540310e+01,  7.69962154e-01,  4.94960803e+00,  4.67981104e-03,  4.39936542e+01,  1.13549483e+02,  1.15523300e+00
  1.33227862e+02,  6.95397071e+00,  1.45190709e+02,  1.43574842e+01,  1.08070281e+00,  5.11441033e+00,  4.46673135e-03,  4.68310852e+01,  1.08991428e+02,  1.14636721e+00
  1.53804051e+02,  5.80926122e+00,  1.48927656e+02,  9.02224221e+00,  6.88175156e-01,  4.70503009e+00,  6.29448053e-03,  4.07244155e+01,  1.15933306e+02,  1.16029209e+00
  1.70383052e+02,  5.49811349e+00,  1.27482100e+02,  9.76859928e+00,  6.63857253e-01,  4.58587459e+00,  6.96566621e-03,  3.94708437e+01,  1.16941273e+02,  1.16277516e+00
  1.86202617e+02,  7.72508724e+00,  1.11329275e+02,  1.26622441e+01,  1.81470160e+00,  4.87329996e+00,  5.88318735e-03,  4.81631566e+01,  1.03465703e+02,  1.13554971e+00
  1.10208646e+02,  7.32157544e+00,  9.79580308e+01,  1.09202753e+01,  9.18153969e-01,  5.40882725e+00,  3.31458316e-03,  4.78096505e+01,  1.10247507e+02,  1.15035261e+00
  1.84841371e+02,  5.85192484e+00,  1.26284417e+02,  1.35203683e+01,  9.12133633e-01,  4.61484472e+00,  6.89973166e-03,  4.17346777e+01,  1.12347723e+02,  1.15352436e+00
  1.50291978e+02,  7.56461253e+00,  1.24052136e+02,  1.12242454e+01,  1.39925765e+00,  5.06139549e+00,  4.81471020e-03,  4.79189331e+01,  1.06147612e+02,  1.14105572e+00
  1.75825605e+02,  6.72016088e+00,  1.00734924e+02,  1.39665328e+01,  1.20220231e+00,  4.83541454e+00,  5.82023890e-03,  4.49992971e+01,  1.08272415e+02,  1.14599546e+00
  1.24612552e+02,  5.92849196e+00,  1.09041574e+02,  9.82366008e+00,  5.63681668e-01,  5.02296949e+00,  4.51924830e-03,  4.19596695e+01,  1.17405557e+02,  1.16439790e+00
  1.69162639e+02,  5.31481075e+00,  9.68199753e+01,  1.39287342e+01,  6.41673872e-01,  4.68555675e+00,  5.89863193e-03,  4.04126363e+01,  1.16999039e+02,  1.16340068e+00
  1.59422389e+02,  6.30983485e+00,  1.12102706e+02,  1.12324992e+01,  8.90452396e-01,  4.83229957e+00,  5.68115138e-03,  4.31415096e+01,  1.12033137e+02,  1.15340431e+00
  1.21143441e+02,  6.17400373e+00,  1.34450245e+02,  1.09826116e+01,  6.51171272e-01,  5.07028246e+00,  4.44988502e-03,  4.32369401e+01,  1.15318408e+02,  1.15957769e+00
  1.90319583e+02,  7.71895918e+00,  8.65737756e+01,  1.31441487e+01,  1.81889547e+00,  4.88652140e+00,  5.79665301e-03,  4.81639588e+01,  1.03430655e+02,  1.13589890e+00
  1.25154396e+02,  7.53768462e+00,  1.27647611e+02,  8.91648191e+00,  1.12344838e+00,  5.23234689e+00,  4.00246068e-03,  4.79266702e+01,  1.08334583e+02,  1.14544835e+00
  1.90595666e+02,  7.77285762e+00,  1.31243308e+02,  1.47990507e+01,  1.97979762e+00,  4.84633529e+00,  6.14046714e-03,  4.85670771e+01,  1.02527333e+02,  1.13333490e+00
  1.16597890e+02,  7.55491850e+00,  1.08829668e+02,  1.47748566e+01,  1.16847915e+00,  5.40610379e+00,  3.39474472e-03,  4.93978846e+01,  1.07609982e+02,  1.14461487e+00
  1.80912596e+02,  4.57720308e+00,  1.03457396e+02,  8.79308728e+00,  4.35691408e-01,  4.37477409e+00,  8.04747784e-03,  3.53219825e+01,  1.24794758e+02,  1.17869564e+00
  1.68831366e+02,  4.65963108e+00,  9.31485908e+01,  1.34744574e+01,  4.64286551e-01,  4.58593491e+00,  5.93180918e-03,  3.81705645e+01,  1.22379506e+02,  1.17356109e+00
  1.84915424e+02,  5.94738763e+00,  8.53065564e+01,  1.53202411e+01,  9.32082334e-01,  4.71506871e+00,  6.14203118e-03,  4.25733664e+01,  1.11763722e+02,  1.15342223e+00
  1.57992254e+02,  7.74655677e+00,  1.40459231e+02,  8.53737987e+00,  1.51437774e+00,  4.98947616e+00,  5.13138585e-03,  4.81596357e+01,  1.05358001e+02,  1.13880361e+00
  1.48447983e+02,  4.46070999e+00,  1.33127399e+02,  1.21095712e+01,  3.77102872e-01,  4.60292792e+00,  5.74786223e-03,  3.74754773e+01,  1.25633322e+02,  1.17803855e+00
  1.26699358e+02,  7.35317356e+00,  1.46779808e+02,  1.38047869e+01,  1.19182632e+00,  5.21357776e+00,  4.17764712e-03,  4.80939340e+01,  1.07702549e+02,  1.14386607e+00
  1.71667217e+02,  5.16226570e+00,  1.51652294e+02,  1.38873272e+01,  6.59964184e-01,  4.56564005e+00,  6.66566782e-03,  4.00289551e+01,  1.17105115e+02,  1.16150801e+00
  1.81697963e+02,  7.68918879e+00,  1.47719304e+02,  1.52558774e+01,  1.88897675e+00,  4.87324876e+00,  5.97257361e-03,  4.85311463e+01,  1.03021550e+02,  1.13408216e+00
  1.06366676e+02,  6.36644843e+00,  1.16413057e+02,  1.05329603e+01,  5.97567866e-01,  5.26198763e+00,  3.68566537e-03,  4.41439048e+01,  1.15743613e+02,  1.16101640e+00
  1.17756489e+02,  7.14841355e+00,  1.15556231e+02,  1.18848427e+01,  9.51608839e-01,  5.29154622e+00,  3.75462899e-03,  4.71356439e+01,  1.10092806e+02,  1.14961037e+00
  1.82687129e+02,  4.56320347e+00,  1.39328973e+02,  1.23349972e+01,  5.08198904e-01,  4.39131153e+00,  7.60676623e-03,  3.70084023e+01,  1.22085581e+02,  1.17157735e+00
  1.64542877e+02,  6.57486595e+00,  8.59667626e+01,  1.48511486e+01,  1.06417346e+00,  4.92700384e+00,  5.18863017e-03,  4.49511211e+01,  1.09563511e+02,  1.14908762e+00
  1.43602890e+02,  6.47584045e+00,  1.07190048e+02,  1.50675390e+01,  9.29202481e-01,  5.03630993e+00,  4.53711323e-03,  4.53126247e+01,  1.10956499e+02,  1.15121190e+00
  1.34662559e+02,  4.61094111e+00,  1.22069927e+02,  9.08873429e+00,  3.25412152e-01,  4.67532777e+00,  5.74751891e-03,  3.64657924e+01,  1.27571655e+02,  1.18350660e+00
  1.54953006e+02,  5.09693805e+00,  9.67459812e+01,  8.45257691e+00,  4.60695057e-01,  4.63860087e+00,  6.27482923e-03,  3.77929118e+01,  1.22209819e+02,  1.17384800e+00
  1.30024063e+02,  6.61563821e+00,  9.67973130e+01,  1.44041797e+01,  8.67387992e-01,  5.17515189e+00,  3.98459470e-03,  4.58252899e+01,  1.11441721e+02,  1.15267846e+00
  1.19546469e+02,  4.66664982e+00,  1.10636707e+02,  1.02178559e+01,  2.94691288e-01,  4.85909242e+00,  4.60077304e-03,  3.76656512e+01,  1.27856183e+02,  1.18413049e+00
  1.53106302e+02,  7.54154949e+00,  8.24546830e+01,  1.35819049e+01,  1.40966825e+00,  5.12729876e+00,  4.48587344e-03,  4.82407260e+01,  1.05978792e+02,  1.14171700e+00
  1.90290198e+02,  7.46112876e+00,  1.49936544e+02,  1.47960770e+01,  1.80075052e+00,  4.78543816e+00,  6.46641042e-03,  4.75014181e+01,  1.03619364e+02,  1.13527608e+00
  1.92956715e+02,  4.44409248e+00,  1.42849324e+02,  1.06023307e+01,  4.89487474e-01,  4.27052008e+00,  8.87908774e-03,  3.54288096e+01,  1.23492779e+02,  1.17476818e+00
  1.73432069e+02,  5.69840520e+00,  1.10738123e+02,  8.50522270e+00,  7.03856023e-01,  4.60226128e+00,  6.79342727e-03,  4.00546336e+01,  1.16026747e+02,  1.16097585e+00
  1.49939532e+02,  5.35784989e+00,  1.23817865e+02,  1.19387967e+01,  5.71776628e-01,  4.74696119e+00,  5.70126908e-03,  4.01470836e+01,  1.18392843e+02,  1.16558955e+00
  1.19091340e+02,  4.78798320e+00,  1.38750852e+02,  1.27394536e+01,  3.55791479e-01,  4.89582528e+00,  4.26515304e-03,  3.98127960e+01,  1.24648289e+02,  1.17555469e+00
  1.77549404e+02,  6.59002114e+00,  1.23357459e+02,  1.53228567e+01,  1.21634446e+00,  4.79169344e+00,  5.99959746e-03,  4.50018554e+01,  1.08210697e+02,  1.14518948e+00
  1.68994243e+02,  6.62097697e+00,  8.93704352e+01,  9.56377052e+00,  1.01178014e+00,  4.82654330e+00,  5.67242305e-03,  4.40341551e+01,  1.10425978e+02,  1.15013503e+00
  1.59173654e+02,  6.63255350e+00,  1.40697365e+02,  1.23665530e+01,  1.07083304e+00,  4.85599786e+00,  5.72122555e-03,  4.45730445e+01,  1.09644216e+02,  1.14793885e+00
  1.83377105e+02,  6.43197101e+00,  1.46295159e+02,  1.29373160e+01,  1.14972647e+00,  4.67212845e+00,  6.85052193e-03,  4.35886679e+01,  1.09158527e+02,  1.14675235e+00
  1.78935704e+02,  7.62836877e+00,  1.00879124e+02,  1.07594017e+01,  1.62936429e+00,  4.90378899e+00,  5.57347372e-03,  4.77855146e+01,  1.04636912e+02,  1.13798892e+00
